season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2017,PN,12323,,,2,0006,Good in Da Hood,2017-12-14,2017-12-20,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:02
2018,PN,13844,,,1,0001,Ulterior Warrior,2018-09-12,2018-11-03,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:05
2018,PN,13051,,,1,0010,Blake Bombers,2018-10-06,2018-12-24,ADDDROP:BBID,SEASON_END,,,,,,,2026-04-21 22:10:05
2018,PN,13908,,,1,0009,C-Town Chivalry,2018-10-24,2018-11-08,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:05
2018,PN,12266,,,1,0001,Ulterior Warrior,2018-11-03,2018-11-18,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:05
2018,PN,11383,,,1,0011,Cleon Ca$h,2018-11-04,2018-12-24,ADDDROP:BBID,SEASON_END,,,,,,,2026-04-21 22:10:05
2018,PN,13908,,,2,0002,The Bash Bros,2018-11-14,2018-11-20,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:10:05
2018,PN,13056,,,1,0008,Gordon Is The New Blackmon,2018-11-15,2018-11-20,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:10:05
2018,PN,13844,,,2,0012,White Power,2018-11-17,2018-12-24,ADDDROP:BBID,SEASON_END,,,,,,,2026-04-21 22:10:05
2018,PN,7614,,,1,0001,Ulterior Warrior,2018-11-18,2018-12-09,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:05
2018,PN,13908,,,3,0008,Gordon Is The New Blackmon,2018-12-05,2018-12-24,ADDDROP:BBID,SEASON_END,,,,,,,2026-04-21 22:10:05
2018,PN,13056,,,2,0001,Ulterior Warrior,2018-12-09,2018-12-23,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:10:05
2018,PN,13848,,,1,0006,Good in Da Hood,2018-12-19,2018-12-24,ADDDROP:BBID,SEASON_END,,,,,,,2026-04-21 22:10:05
2018,PN,11500,,,1,0001,Ulterior Warrior,2018-12-23,2018-12-24,ADDDROP:FREE_AGENT,SEASON_END,,,,,,,2026-04-21 22:10:05
2019,PN,12842,,,1,0008,#BLM,2019-09-11,2019-09-18,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:10:10
2019,PN,13791,,,1,0001,Ulterior Warrior,2019-09-15,2019-10-27,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:10:10
